관리번호,운동기구명,동시사용인원,운동기구설치일,공원관리번호,공원명,관리기관전화번호,관리기관명,데이터기준일자,안내판유무,운동기구시설상태,운동기구특성,운동기구수리필요,운동기구너비(W),운동기구길이(L),운동기구높이(H),KC인증유무,위치명,설치위치,위도,경도,도로명주소,지번주소,행정동,제조사이름,제조사주소,제조사전화번호,제조사팩스번호,제조사홈페이지,전경사진,안내판사진
"27260-00075-02-05-007","복합운동기구",2,"2010-05-01","27260-00075","수성공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","등,허리,혈액순환/하체","N",0.81,1.30,1.93,"N","수성공원",4,35.860496521,128.6152801514,"","대구광역시 수성구 수성동4가 1090-15","수성4가동","(주)삼형스포메디","경상북도 경산시 압량면 신대길 26","053-963-7072","053-963-7073","www.samhyung.co.kr","27260-00075-02-05-007-01.jpg","27260-00075-02-05-007-02.jpg"
"27260-00075-02-05-008","달리기",2,"2010-05-01","27260-00075","수성공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","심폐,하체,허리,팔,다리","N",0.61,3.32,1.93,"N","수성공원",4,35.8605422974,128.6152801514,"","대구광역시 수성구 수성동4가 1090-15","수성4가동","(주)삼형스포메디","경상북도 경산시 압량면 신대길 26","053-963-7072","053-963-7073","www.samhyung.co.kr","27260-00075-02-05-008-01.jpg","27260-00075-02-05-008-02.jpg"
"27260-00075-02-05-009","윗몸일으키기",2,"2010-05-01","27260-00075","수성공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","허리,복부","N",1.88,1.54,1.93,"N","수성공원",3,35.8606109619,128.6153106689,"","대구광역시 수성구 수성동4가 1090-15","수성4가동","(주)삼형스포메디","경상북도 경산시 압량면 신대길 26","053-963-7072","053-963-7073","www.samhyung.co.kr","27260-00075-02-05-009-01.jpg","27260-00075-02-05-009-02.jpg"
"27260-00075-02-05-010","등허리지압",2,"2010-05-01","27260-00075","수성공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","등,종아리,하체","N",0.76,0.88,1.42,"N","수성공원",3,35.8606567383,128.6153411865,"","대구광역시 수성구 수성동4가 1090-15","수성4가동","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 2층 (주)디자인파크개발","02-2665-6006","02-706-9773","www.designpark.or.kr","27260-00075-02-05-010-01.jpg","27260-00075-02-05-010-02.jpg"
"27260-00075-02-05-011","파도타기",2,"2010-05-01","27260-00075","수성공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","양호","허리,하체","N",0.79,1.78,1.93,"N","수성공원",3,35.8606796265,128.6153411865,"","대구광역시 수성구 수성동4가 1090-15","수성4가동","(주)삼형스포메디","경상북도 경산시 압량면 가일길32길 12-2","053-963-7072","053-963-7073","www.samhyung.co.kr","27260-00075-02-05-011-01.jpg","27260-00075-02-05-011-02.jpg"
"27260-00075-02-05-012","허리돌리기",2,"2010-05-01","27260-00075","수성공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","복부,허리,하복부","N",0.54,1.92,1.93,"N","수성공원",12,35.8607063293,128.6153564453,"","대구광역시 수성구 수성동4가 1090-15","수성4가동","(주)삼형스포메디","경상북도 경산시 압량면 신대길 26","053-963-7072","053-963-7073","www.samhyung.co.kr","27260-00075-02-05-012-01.jpg","27260-00075-02-05-012-02.jpg"
"27260-00075-02-05-013","허리돌리기",2,"2010-05-01","27260-00075","수성공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","복부,허리,하복부","N",0.54,1.90,1.93,"N","수성공원",12,35.8607292175,128.6153411865,"","대구광역시 수성구 수성동4가 1090-15","수성4가동","(주)삼형스포메디","경상북도 경산시 압량면 신대길 26","053-963-7072","053-963-7073","www.samhyung.co.kr","27260-00075-02-05-013-01.jpg","27260-00075-02-05-013-02.jpg"
"27230-00006-02-05-001","거꾸로 매달리기",1,"2010-05-01","27230-00006","구암공원","053-665-2864","대구광역시 북구청","2022-12-09","N","보통","머리,심장,혈액순환","N",0.87,1.46,1.76,"N","구암공원",2,35.9288253784,128.5577545166,"","대구광역시 북구 구암동 694","구암동","","","","","","27230-00006-02-05-001-01.jpg","27230-00006-02-05-001-02.jpg"
"27260-00080-02-05-001","노젓기",2,"2010-05-01","27260-00080","매호공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","심폐,상체,허리,복부,다리,팔","N",0.96,1.37,1.95,"N","매호공원",12,35.8451652527,128.7037811279,"","대구광역시 수성구 매호동 1321","고산3동","(주)케이엘에스","경기도 시흥시 정왕동 1354-3(시화공단)","02-2678-2673","","www.kls.or.kr","27260-00080-02-05-001-01.jpg","27260-00080-02-05-001-02.jpg"
"27230-00006-02-05-002","등허리지압",2,"2010-05-01","27230-00006","구암공원","053-665-2864","대구광역시 북구청","2022-12-09","Y","보통","등,허리","N",0.81,1.25,2.04,"N","구암공원",2,35.9288139343,128.5577850342,"","대구광역시 북구 구암동 694","구암동","나우스포츠메디칼","경북 경산시 압량면 의송길 18길 2","053-812-0132","053-812-0133","www.nowsports.co.kr","27230-00006-02-05-002-01.jpg","27230-00006-02-05-002-02.jpg"
"27230-00006-02-05-003","팔돌리기",2,"2010-05-01","27230-00006","구암공원","053-665-2864","대구광역시 북구청","2022-12-09","Y","보통","허리,하체","N",1.01,0.80,2.04,"N","구암공원",2,35.9287796021,128.5577392578,"","대구광역시 북구 구암동 694","구암동","나우스포츠메디칼","경북 경산시 압량면 의송길 18길 2","053-812-0132","053-812-0133","www.nowsports.co.kr","27230-00006-02-05-003-01.jpg","27230-00006-02-05-003-02.jpg"
"27260-00080-02-05-002","팔돌리기",2,"2010-05-01","27260-00080","매호공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","어깨","N",0.94,1.43,1.97,"N","매호공원",1,35.8451423645,128.7037811279,"","대구광역시 수성구 매호동 1321","고산3동","(주)케이엘에스","경기도 시흥시 정왕동 1354-3(시화공단)","02-2678-2673","","www.kls.or.kr","27260-00080-02-05-002-01.jpg","27260-00080-02-05-002-02.jpg"
"27230-00006-02-05-004","역기내(올)리기",2,"2010-05-01","27230-00006","구암공원","053-665-2864","대구광역시 북구청","2022-12-09","Y","보통","상체,가슴,어깨","N",0.71,2.25,2.04,"N","구암공원",2,35.9287872314,128.557800293,"","대구광역시 북구 구암동 694","구암동","나우스포츠메디칼","경북 경산시 압량면 의송길 18길 2","053-812-0132","053-812-0133","www.nowsports.co.kr","27230-00006-02-05-004-01.jpg","27230-00006-02-05-004-02.jpg"
"27230-00006-02-05-005","역기내(올)리기",2,"2010-05-01","27230-00006","구암공원","053-665-2864","대구광역시 북구청","2022-12-09","Y","보통","상체,가슴,어깨","N",0.74,2.24,2.04,"N","구암공원",2,35.9287643433,128.5577545166,"","대구광역시 북구 구암동 694","구암동","나우스포츠메디칼","경북 경산시 압량면 의송길 18길 2","053-812-0132","053-812-0133","www.nowsports.co.kr","27230-00006-02-05-005-01.jpg","27230-00006-02-05-005-02.jpg"
"27230-00006-02-05-006","오금펴기",2,"2010-05-01","27230-00006","구암공원","053-665-2864","대구광역시 북구청","2022-12-09","Y","보통","상반신,하반신,하체","N",0.60,1.80,2.04,"N","구암공원",2,35.9287757874,128.5578155518,"","대구광역시 북구 구암동 694","구암동","나우스포츠메디칼","경북 경산시 압량면 의송길 18길 2","053-812-0132","053-812-0133","www.nowsports.co.kr","27230-00006-02-05-006-01.jpg","27230-00006-02-05-006-02.jpg"
"27230-00006-02-05-007","허리돌리기",2,"2010-05-01","27230-00006","구암공원","053-665-2864","대구광역시 북구청","2022-12-09","Y","보통","허리,복부","N",0.60,1.60,2.04,"N","구암공원",2,35.9287338257,128.5577697754,"","대구광역시 북구 구암동 694","구암동","나우스포츠메디칼","경북 경산시 압량면 의송길 18길 2","053-812-0132","053-812-0133","www.nowsports.co.kr","27230-00006-02-05-007-01.jpg","27230-00006-02-05-007-02.jpg"
"27260-00080-02-05-003","허리돌리기",2,"2010-05-01","27260-00080","매호공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","허리,복부,허벅지","N",0.44,1.46,1.97,"N","매호공원",1,35.8451118469,128.7037811279,"","대구광역시 수성구 매호동 1321","고산3동","(주)케이엘에스","경기도 시흥시 정왕동 1354-3(시화공단)","02-2678-2673","","www.kls.or.kr","27260-00080-02-05-003-01.jpg","27260-00080-02-05-003-02.jpg"
"27230-00006-02-05-008","공중걷기",2,"2010-05-01","27230-00006","구암공원","053-665-2864","대구광역시 북구청","2022-12-09","Y","보통","심폐,하체,허리","N",0.80,2.85,2.04,"N","구암공원",2,35.9287185669,128.557800293,"","대구광역시 북구 구암동 694","구암동","나우스포츠메디칼","경북 경산시 압량면 의송길 18길 2","053-812-0132","053-812-0133","www.nowsports.co.kr","27230-00006-02-05-008-01.jpg","27230-00006-02-05-008-02.jpg"
"27260-00080-02-05-004","등허리지압",2,"2010-05-01","27260-00080","매호공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","등,허리,신경계통,내장","N",0.74,1.60,1.97,"N","매호공원",2,35.8450012207,128.7039337158,"","대구광역시 수성구 매호동 1321","고산3동","(주)케이엘에스","경기도 시흥시 정왕동 1354-3(시화공단)","02-2678-2673","","Http://www.kls.or.kr","27260-00080-02-05-004-01.jpg","27260-00080-02-05-004-02.jpg"
"27230-00006-02-05-009","파도타기",2,"2010-05-01","27230-00006","구암공원","053-665-2864","대구광역시 북구청","2022-12-09","Y","보통","심폐,허리,하체","N",0.83,1.75,2.04,"N","구암공원",2,35.9287452698,128.5578460693,"","대구광역시 북구 구암동 694","구암동","나우스포츠메디칼","경북 경산시 압량면 의송길 18길 2","053-812-0132","053-812-0133","www.nowsports.co.kr","27230-00006-02-05-009-01.jpg","27230-00006-02-05-009-02.jpg"
"27260-00080-02-05-005","등허리지압",2,"2010-05-01","27260-00080","매호공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","등,허리,신경계통,내장","N",0.75,1.60,1.95,"N","매호공원",1,35.845085144,128.7037811279,"","대구광역시 수성구 매호동 1321","고산3동","(주)케이엘에스","경기도 시흥시 정왕동 1354-3(시화공단)","02-2678-2673","","www.kls.or.kr","27260-00080-02-05-005-01.jpg","27260-00080-02-05-005-02.jpg"
"27230-00006-02-05-010","파도타기",2,"2010-05-01","27230-00006","구암공원","053-665-2864","대구광역시 북구청","2022-12-09","Y","보통","허리,하체","N",0.92,1.90,2.01,"N","구암공원",2,35.9286956787,128.5578155518,"","대구광역시 북구 구암동 694","구암동","(주)오리온햄프로","서울특별시 양천구 중앙로 332, 301","080-386-8272","","www.ehampro.co.kr","27230-00006-02-05-010-01.jpg","27230-00006-02-05-010-02.jpg"
"27260-00080-02-05-006","윗몸일으키기",2,"2010-05-01","27260-00080","매호공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","복근,허리,오장육부,간,위","N",1.31,1.42,1.97,"N","매호공원",2,35.8450050354,128.7039031982,"","대구광역시 수성구 매호동 1321","고산3동","(주)케이엘에스","경기도 시흥시 정왕동 1354-3(시화공단)","02-2678-2673","","Http://www.kls.or.kr","27260-00080-02-05-006-01.jpg","27260-00080-02-05-006-02.jpg"
"27230-00006-02-05-011","공중걷기",2,"2010-05-01","27230-00006","구암공원","053-665-2864","대구광역시 북구청","2022-12-09","Y","보통","하체,허리","N",0.65,2.78,2.01,"N","구암공원",2,35.9287261963,128.5578613281,"","대구광역시 북구 구암동 694","구암동","(주)오리온햄프로","서울특별시 양천구 중앙로 332, 301","080-386-8272","","www.ehampro.co.kr","27230-00006-02-05-011-01.jpg","27230-00006-02-05-011-02.jpg"
"27260-00080-02-05-007","윗몸일으키기",2,"2010-05-01","27260-00080","매호공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","복근,허리,오장육부,간,위","N",1.31,1.50,1.96,"N","매호공원",2,35.8450584412,128.7037811279,"","대구광역시 수성구 매호동 1321","고산3동","(주)케이엘에스","경기도 시흥시 정왕동 1354-3(시화공단)","02-2678-2673","","www.kls.or.kr","27260-00080-02-05-007-01.jpg","27260-00080-02-05-007-02.jpg"
"27230-00006-02-05-012","윗몸일으키기",2,"2010-05-01","27230-00006","구암공원","053-665-2864","대구광역시 북구청","2022-12-09","Y","보통","허리,복부","N",1.36,1.30,1.97,"N","구암공원",2,35.9287033081,128.5578918457,"","대구광역시 북구 구암동 694","구암동","나우스포츠메디칼","경북 경산시 압량면 의송길 18길 2","053-812-0132","053-812-0133","www.nowsports.co.kr","27230-00006-02-05-012-01.jpg","27230-00006-02-05-012-02.jpg"
"27230-00006-02-05-013","달리기",2,"2010-05-01","27230-00006","구암공원","053-665-2864","대구광역시 북구청","2022-12-09","Y","보통","심폐,하체,허리,팔,다리","N",0.58,3.20,2.03,"N","구암공원",2,35.9286727905,128.5578308105,"","대구광역시 북구 구암동 694","구암동","(주)H&S스포메딕","대구광역시 동구 율하동로 143, 가동 지하 261호, 270호","053-817-4451","053-813-4452","www.실외운동기구.com","27230-00006-02-05-013-01.jpg","27230-00006-02-05-013-02.jpg"
"27260-00080-02-05-008","기타",2,"2010-05-01","27260-00080","매호공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","팔,어깨,흉부,복부,등,팔꿈치,손목","N",0.54,2.10,1.97,"N","매호공원",2,35.8450088501,128.7038726807,"","대구광역시 수성구 매호동 1321","고산3동","(주)케이엘에스","경기도 시흥시 정왕동 1254(시화공단 1나 501)","02-2678-2673","02-2678-8953","Http://www.kls.or.kr","27260-00080-02-05-008-01.jpg","27260-00080-02-05-008-02.jpg"
"27260-00073-02-05-001","팔돌리기",2,"2019-12-30","27260-00073","야시골공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","어깨,팔꿈치,손목,팔","N",0.97,0.95,2.15,"Y","야시골공원",12,35.8647155762,128.6324310303,"","대구광역시 수성구 범어동 산 25","범어2동","(주)오리온햄프로","서울특별시 양천구 중앙로 332, 301","080-386-8272","","www.ehampro.co.kr","27260-00073-02-05-001-01.jpg","27260-00073-02-05-001-02.jpg"
"27260-00080-02-05-009","기타",2,"2010-05-01","27260-00080","매호공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","팔,어깨,흉부,복부,팔꿈치,손목","N",0.53,2.15,1.96,"N","매호공원",2,35.845035553,128.7037811279,"","대구광역시 수성구 매호동 1321","고산3동","(주)케이엘에스","경기도 시흥시 정왕동 1354-3(시화공단)","02-2678-2673","","www.kls.or.kr","27260-00080-02-05-009-01.jpg","27260-00080-02-05-009-02.jpg"
"27260-00073-02-05-002","달리기",2,"2019-12-30","27260-00073","야시골공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","심폐,상체,하체,허리,팔,다리","N",0.80,3.91,2.15,"N","야시골공원",12,35.8647399148,128.6324502119,"","대구광역시 수성구 범어동 산 25","범어2동","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 (주)케이티공항지점2층","080-205-6006","02-706-9773","www.designpark.or.kr","27260-00073-02-05-002-01.jpg","27260-00073-02-05-002-02.jpg"
"27260-00073-02-05-003","노젓기",2,"2019-12-30","27260-00073","야시골공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","상체,하체,허리,복부,대퇴부,팔,다리,심폐","N",0.90,1.56,2.15,"N","야시골공원",12,35.8647638583,128.6324709309,"","대구광역시 수성구 범어동 산 25","범어2동","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 (주)케이티공항지점2층","080-205-6006","02-706-9773","www.designpark.or.kr","27260-00073-02-05-003-01.jpg","27260-00073-02-05-003-02.jpg"
"27260-00080-02-05-010","허리돌리기",2,"2010-05-01","27260-00080","매호공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","허리,복부,허벅지","N",0.44,1.47,1.96,"N","매호공원",2,35.8450088501,128.7038421631,"","대구광역시 수성구 매호동 1321","고산3동","(주)케이엘에스","경기도 시흥시 정왕동 1354-3(시화공단)","02-2678-2673","","Http://www.kls.or.kr","27260-00080-02-05-010-01.jpg","27260-00080-02-05-010-02.jpg"
"27260-00073-02-05-004","기타",2,"2019-12-30","27260-00073","야시골공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","등,허리","N",1.01,1.75,2.15,"N","야시골공원",12,35.8647727966,128.6324920654,"","대구광역시 수성구 범어동 산 25","범어2동","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 (주)케이티공항지점2층","080-205-6006","02-706-9773","www.designpark.or.kr","27260-00073-02-05-004-01.jpg","27260-00073-02-05-004-02.jpg"
"27260-00080-02-05-011","팔돌리기",2,"2010-05-01","27260-00080","매호공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","어깨","N",0.94,1.28,1.96,"N","매호공원",2,35.8450012207,128.7038116455,"","대구광역시 수성구 매호동 1321","고산3동","(주)케이엘에스","경기도 시흥시 정왕동 1354-3(시화공단)","02-2678-2673","","Http://www.kls.or.kr","27260-00080-02-05-011-01.jpg","27260-00080-02-05-011-02.jpg"
"27260-00073-02-05-005","등허리지압",2,"2019-12-30","27260-00073","야시골공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","허리,등","N",0.82,1.58,2.15,"N","야시골공원",1,35.8647969211,128.6325894232,"","대구광역시 수성구 범어동 산 25","범어2동","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 2층","080-205-6006","02-706-9773","www.designpark.or.kr","27260-00073-02-05-005-01.jpg","27260-00073-02-05-005-02.jpg"
"27260-00073-02-05-006","팔돌리기",2,"2019-12-30","27260-00073","야시골공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","팔,어깨","N",1.26,2.12,1.46,"N","야시골공원",1,35.8648089254,128.6326254379,"","대구광역시 수성구 범어동 산 25","범어2동","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 (주)케이티공항지점2층","080-205-6006","02-706-9773","www.designpark.or.kr","27260-00073-02-05-006-01.jpg","27260-00073-02-05-006-02.jpg"
"27260-00073-02-05-007","오금펴기",2,"2019-12-30","27260-00073","야시골공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","하체","N",0.78,2.11,2.09,"N","야시골공원",1,35.8648136586,128.6326574084,"","대구광역시 수성구 범어동 산 25","범어2동","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 (주)케이티공항지점2층","080-205-6006","02-706-9773","www.designpark.or.kr","27260-00073-02-05-007-01.jpg","27260-00073-02-05-007-02.jpg"
"27260-00080-02-05-012","노젓기",2,"2010-05-01","27260-00080","매호공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","심폐,상체,허리,복부,다리,팔,등","N",0.89,1.40,1.97,"N","매호공원",2,35.8450088501,128.7037811279,"","대구광역시 수성구 매호동 1321","고산3동","(주)케이엘에스","경기도 시흥시 정왕동 1354-3(시화공단)","02-2678-2673","","Http://www.kls.or.kr","27260-00080-02-05-012-01.jpg","27260-00080-02-05-012-02.jpg"
"27260-00073-02-05-008","등허리지압",2,"2019-12-30","27260-00073","야시골공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","등,허리","N",0.57,1.69,2.03,"N","야시골공원",1,35.8647965964,128.6327891173,"","대구광역시 수성구 범어동 산 25","범어2동","(주)한양그린파크","","1577-4233","","www.gp8874.com","27260-00073-02-05-008-01.jpg","27260-00073-02-05-008-02.jpg"
"27260-00073-02-05-009","등허리지압",2,"2019-12-30","27260-00073","야시골공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","등,허리","N",0.72,1.65,2.04,"N","야시골공원",1,35.8647921731,128.6328439493,"","대구광역시 수성구 범어동 산 25","범어2동","(주)한양그린파크","","1577-4233","","www.gp8874.com","27260-00073-02-05-009-01.jpg","27260-00073-02-05-009-02.jpg"
"27260-00080-02-05-013","공중걷기",2,"2010-05-01","27260-00080","매호공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","엉덩이,허리","N",0.80,2.60,1.83,"N","매호공원",1,35.8450965881,128.7039337158,"","대구광역시 수성구 매호동 1321","고산3동","(주)그린나래","경기도 남양주시 진접읍 부마로 16-77","031-721-5311","","","27260-00080-02-05-013-01.jpg","27260-00080-02-05-013-02.jpg"
"27260-00073-02-05-010","다리근육풀기",2,"2019-12-30","27260-00073","야시골공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","다리,하체","N",0.62,1.54,2.03,"N","야시골공원",1,35.8647741152,128.6329092046,"","대구광역시 수성구 범어동 산 25","범어2동","(주)한양그린파크","","1577-4233","","www.gp8874.com","27260-00073-02-05-010-01.jpg","27260-00073-02-05-010-02.jpg"
"27260-00073-02-05-011","팔돌리기",2,"2019-12-30","27260-00073","야시골공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","어깨","N",1.00,0.90,2.03,"N","야시골공원",1,35.8647368927,128.6329482568,"","대구광역시 수성구 범어동 산 25","범어2동","(주)한양그린파크","","1577-4233","","www.gp8874.com","27260-00073-02-05-011-01.jpg","27260-00073-02-05-011-02.jpg"
"27260-00080-02-05-014","달리기",2,"2010-05-01","27260-00080","매호공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","하체,종아리,허벅지","N",0.55,3.02,1.80,"N","매호공원",1,35.8450660706,128.7039337158,"","대구광역시 수성구 매호동 1321","고산3동","(주)그린나래","경기도 남양주시 진접읍 경복대로 512번길 32-88 (주)그린나래","031-721-5311","","","27260-00080-02-05-014-01.jpg","27260-00080-02-05-014-02.jpg"
"27260-00073-02-05-012","노젓기",2,"2019-12-30","27260-00073","야시골공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","상체,허리,복부,하체,팔,다리","N",1.19,2.02,2.03,"N","야시골공원",1,35.8647025583,128.6329728356,"","대구광역시 수성구 범어동 산 25","범어2동","(주)한양그린파크","","1577-4233","","www.gp8874.com","27260-00073-02-05-012-01.jpg","27260-00073-02-05-012-02.jpg"
"27260-00073-02-05-013","달리기",2,"2019-12-30","27260-00073","야시골공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","심폐,하체","N",0.53,3.23,2.05,"N","야시골공원",1,35.8646626284,128.6329650663,"","대구광역시 수성구 범어동 산 25","범어2동","(주)한양그린파크","","1577-4233","","www.gp8874.com","27260-00073-02-05-013-01.jpg","27260-00073-02-05-013-02.jpg"
"27260-00080-02-05-015","파도타기",2,"2010-05-01","27260-00080","매호공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","허리,하체","N",0.83,1.66,1.87,"N","매호공원",2,35.8450431824,128.7039337158,"","대구광역시 수성구 매호동 1321","고산3동","(주)디자인파크개발","서울시 강서구 공항동 11-10 KT공항지점 2층 (주)디자인파크개발","080-205-6006","","www.designpark.or.kr","27260-00080-02-05-015-01.jpg","27260-00080-02-05-015-02.jpg"
"27260-00073-02-05-014","파도타기",2,"2019-12-30","27260-00073","야시골공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","허리,요추","N",0.79,1.94,2.03,"N","야시골공원",1,35.8646292317,128.6329867897,"","대구광역시 수성구 범어동 산 25","범어2동","(주)한양그린파크","","1577-4233","","www.gp8874.com","27260-00073-02-05-014-01.jpg","27260-00073-02-05-014-02.jpg"
"27260-00073-02-05-015","공중걷기",2,"2019-12-30","27260-00073","야시골공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","골반,무릎,발목","N",0.83,2.50,2.03,"N","야시골공원",1,35.8646029204,128.6329857997,"","대구광역시 수성구 범어동 산 25","범어2동","(주)한양그린파크","","1577-4233","","www.gp8874.com","27260-00073-02-05-015-01.jpg","27260-00073-02-05-015-02.jpg"
"27260-00073-02-05-016","허리돌리기",2,"2019-12-30","27260-00073","야시골공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","복부,허리","N",0.62,1.98,2.11,"N","야시골공원",1,35.8645723251,128.6329925691,"","대구광역시 수성구 범어동 산 25","범어2동","(주)한양그린파크","","1577-4233","","www.gp8874.com","27260-00073-02-05-016-01.jpg","27260-00073-02-05-016-02.jpg"
"27260-00073-02-05-017","윗몸일으키기",2,"2019-12-30","27260-00073","야시골공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","복부","N",1.44,1.46,2.10,"N","야시골공원",1,35.8645450699,128.6330001831,"","대구광역시 수성구 범어동 산 25","범어2동","(주)한양그린파크","","1577-4233","","www.gp8874.com","27260-00073-02-05-017-01.jpg","27260-00073-02-05-017-02.jpg"
"27260-00073-02-05-018","공중걷기",2,"2019-12-30","27260-00073","야시골공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","엉덩이,허리,골반,심폐","N",0.78,2.56,2.12,"N","야시골공원",1,35.8645196939,128.6329992857,"","대구광역시 수성구 범어동 산 25","범어2동","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 (주)케이티공항지점2층","080-205-6006","02-706-9773","www.designpark.or.kr","27260-00073-02-05-018-01.jpg","27260-00073-02-05-018-02.jpg"
"27260-00073-02-05-019","거꾸로 매달리기",1,"2019-12-30","27260-00073","야시골공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","머리","N",0.84,1.35,1.47,"N","야시골공원",1,35.8644893838,128.6329980298,"","대구광역시 수성구 범어동 산 25","범어2동","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 (주)케이티공항사옥2층","02-2665-6006 ","02-706-9773","www.dp566.com ","27260-00073-02-05-019-01.jpg","27260-00073-02-05-019-02.jpg"
"27290-00179-02-05-020","윗몸일으키기",2,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","Y","보통","복부,옆구리","N",1.43,1.35,1.81,"N","두류공원",3,35.8482933044,128.5626068115,"","대구광역시 달서구 성당동 산 198-1","성당동","(주)디자인파크개발","서울시 강서구 마곡서로 133 (마곡엠밸리) 713동 404호 (주)디자인파크개발","02-2665-6006","","www.designpark.or.kr","27290-00179-02-05-020-01.jpg","27290-00179-02-05-020-02.jpg"
"27290-00179-02-05-021","오금펴기",2,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","Y","보통","다리,허리","N",0.80,2.00,1.93,"N","두류공원",3,35.8482704163,128.5626068115,"","대구광역시 달서구 성당동 산 198-1","성당동","(주)삼형스포메디","경상북도 경산시 압량면 신대길 26","053-963-7072","053-963-7073","www.samhyung.co.kr","27290-00179-02-05-021-01.jpg","27290-00179-02-05-021-02.jpg"
"27290-00179-02-05-022","자전거",2,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","Y","양호","심폐,하체","N",0.66,2.59,1.85,"N","두류공원",3,35.8482475281,128.5626068115,"","대구광역시 달서구 성당동 산 198-1","성당동","(주)디자인파크개발","서울시 강서구 공항대로 69 KT공항지점 2층 (주)디자인파크개발","02-2665-6006","","www.designpark.or.kr","27290-00179-02-05-022-01.jpg","27290-00179-02-05-022-02.jpg"
"27290-00179-02-05-023","파도타기",1,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","Y","보통","허리","N",0.83,0.74,1.41,"N","두류공원",3,35.8482284546,128.5626068115,"","대구광역시 달서구 성당동 산 198-1","성당동","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 2층 (주)디자인파크개발","02-2665-6006","02-706-9773","http://designpark.or.kr","27290-00179-02-05-023-01.jpg","27290-00179-02-05-023-02.jpg"
