표찰번호,체육시설명,운동기구명,소재지도로명주소,소재지지번주소,전화번호,관리기관,위도,경도,데이터기준일자
강변2-1,강변산책로체육시설(황정형외과 앞),싣업,,경상남도 거창군 거창읍 대평리 12,055-940-8720,경상남도 거창군 체육시설사업소,35.68319653,127.9388087,2023-03-31
강변2-2,강변산책로체육시설(황정형외과 앞),백스트레칭,,경상남도 거창군 거창읍 대평리 12,055-940-8720,경상남도 거창군 체육시설사업소,35.68319653,127.9388087,2023-03-31
강변2-3,강변산책로체육시설(황정형외과 앞),디핑,,경상남도 거창군 거창읍 대평리 12,055-940-8720,경상남도 거창군 체육시설사업소,35.68319653,127.9388087,2023-03-31
강변2-4,강변산책로체육시설(황정형외과 앞),거꾸리,,경상남도 거창군 거창읍 대평리 12,055-940-8720,경상남도 거창군 체육시설사업소,35.68319653,127.9388087,2023-03-31
강변2-5,강변산책로체육시설(황정형외과 앞),써핑롤링,,경상남도 거창군 거창읍 대평리 12,055-940-8720,경상남도 거창군 체육시설사업소,35.68319653,127.9388087,2023-03-31
강변2-6,강변산책로체육시설(황정형외과 앞),체스트업+체스트다운,,경상남도 거창군 거창읍 대평리 12,055-940-8720,경상남도 거창군 체육시설사업소,35.68319653,127.9388087,2023-03-31
강변3-1,강변산책로체육시설(아림교 옆),철봉,,경상남도 거창군 거창읍 송정리 227-2,055-940-8720,경상남도 거창군 체육시설사업소,35.6829877,127.9046816,2023-03-31
강변3-2,강변산책로체육시설(아림교 옆),트위스트,,경상남도 거창군 거창읍 송정리 227-2,055-940-8720,경상남도 거창군 체육시설사업소,35.6829877,127.9046816,2023-03-31
강변3-3,강변산책로체육시설(아림교 옆),싣업(목재),,경상남도 거창군 거창읍 송정리 227-2,055-940-8720,경상남도 거창군 체육시설사업소,35.6829877,127.9046816,2023-03-31
강변3-4,강변산책로체육시설(아림교 옆),오버헤드폴리+써핑롤링,,경상남도 거창군 거창읍 송정리 227-2,055-940-8720,경상남도 거창군 체육시설사업소,35.6829877,127.9046816,2023-03-31
강변3-5,강변산책로체육시설(아림교 옆),로윙라이더+트위스트,,경상남도 거창군 거창읍 송정리 227-2,055-940-8720,경상남도 거창군 체육시설사업소,35.6829877,127.9046816,2023-03-31
강변3-6,강변산책로체육시설(아림교 옆),큰활차+워킹트레이너,,경상남도 거창군 거창읍 송정리 227-2,055-940-8720,경상남도 거창군 체육시설사업소,35.6829877,127.9046816,2023-03-31
강변4-1,강변산책로체육시설(덕유산요양병원 앞),싸이클,,경상남도 거창군 거창읍 송정리 920,055-940-8720,경상남도 거창군 체육시설사업소,35.68527398,127.8925361,2023-03-31
강변4-2,강변산책로체육시설(덕유산요양병원 앞),디핑,,경상남도 거창군 거창읍 송정리 920,055-940-8720,경상남도 거창군 체육시설사업소,35.68527398,127.8925361,2023-03-31
강변4-3,강변산책로체육시설(덕유산요양병원 앞),롤러마사지,,경상남도 거창군 거창읍 송정리 920,055-940-8720,경상남도 거창군 체육시설사업소,35.68527398,127.8925361,2023-03-31
강변4-4,강변산책로체육시설(덕유산요양병원 앞),싣업,,경상남도 거창군 거창읍 송정리 920,055-940-8720,경상남도 거창군 체육시설사업소,35.68527398,127.8925361,2023-03-31
강변4-5,강변산책로체육시설(덕유산요양병원 앞),스탭,,경상남도 거창군 거창읍 송정리 920,055-940-8720,경상남도 거창군 체육시설사업소,35.68527398,127.8925361,2023-03-31
강변4-6,강변산책로체육시설(덕유산요양병원 앞),워킹트레이너,,경상남도 거창군 거창읍 송정리 920,055-940-8720,경상남도 거창군 체육시설사업소,35.68527398,127.8925361,2023-03-31
강변4-7,강변산책로체육시설(덕유산요양병원 앞),거꾸리,,경상남도 거창군 거창읍 송정리 920,055-940-8720,경상남도 거창군 체육시설사업소,35.68527398,127.8925361,2023-03-31
강변4-8,강변산책로체육시설(덕유산요양병원 앞),싣업,,경상남도 거창군 거창읍 송정리 920,055-940-8720,경상남도 거창군 체육시설사업소,35.68527398,127.8925361,2023-03-31
강변4-9,강변산책로체육시설(덕유산요양병원 앞),오버헤드폴리+작은활차,,경상남도 거창군 거창읍 송정리 920,055-940-8720,경상남도 거창군 체육시설사업소,35.68527398,127.8925361,2023-03-31
강변4-10,강변산책로체육시설(덕유산요양병원 앞),체스트업,,경상남도 거창군 거창읍 송정리 920,055-940-8720,경상남도 거창군 체육시설사업소,35.68527398,127.8925361,2023-03-31
강변4-11,강변산책로체육시설(덕유산요양병원 앞),써핑롤링,,경상남도 거창군 거창읍 송정리 920,055-940-8720,경상남도 거창군 체육시설사업소,35.68527398,127.8925361,2023-03-31
강변4-12,강변산책로체육시설(덕유산요양병원 앞),레그프레스,,경상남도 거창군 거창읍 송정리 920,055-940-8720,경상남도 거창군 체육시설사업소,35.68527398,127.8925361,2023-03-31
강변4-13,강변산책로체육시설(덕유산요양병원 앞),체스트다운,,경상남도 거창군 거창읍 송정리 920,055-940-8720,경상남도 거창군 체육시설사업소,35.68527398,127.8925361,2023-03-31
강변4-14,강변산책로체육시설(덕유산요양병원 앞),스윙워커,,경상남도 거창군 거창읍 송정리 920,055-940-8720,경상남도 거창군 체육시설사업소,35.68527398,127.8925361,2023-03-31
강변4-15,강변산책로체육시설(덕유산요양병원 앞),로윙라이더,,경상남도 거창군 거창읍 송정리 920,055-940-8720,경상남도 거창군 체육시설사업소,35.68527398,127.8925361,2023-03-31
강변4-16,강변산책로체육시설(덕유산요양병원 앞),트위스트,,경상남도 거창군 거창읍 송정리 920,055-940-8720,경상남도 거창군 체육시설사업소,35.68527398,127.8925361,2023-03-31
강변4-17,강변산책로체육시설(덕유산요양병원 앞),작은활차,,경상남도 거창군 거창읍 송정리 920,055-940-8720,경상남도 거창군 체육시설사업소,35.68527398,127.8925361,2023-03-31
강변5-1,강변산책로체육시설(원상동숲),로윙라이더,,경상남도 거창군 거창읍 상림리 750,055-940-8720,경상남도 거창군 체육시설사업소,35.68566866,127.8932777,2023-03-31
강변5-2,강변산책로체육시설(원상동숲),스윙워커,,경상남도 거창군 거창읍 상림리 750,055-940-8720,경상남도 거창군 체육시설사업소,35.68566866,127.8932777,2023-03-31
강변5-3,강변산책로체육시설(원상동숲),워킹트레이너,,경상남도 거창군 거창읍 상림리 750,055-940-8720,경상남도 거창군 체육시설사업소,35.68566866,127.8932777,2023-03-31
강변5-4,강변산책로체육시설(원상동숲),철봉,,경상남도 거창군 거창읍 상림리 750,055-940-8720,경상남도 거창군 체육시설사업소,35.68566866,127.8932777,2023-03-31
강변5-5,강변산책로체육시설(원상동숲),레그프레스,,경상남도 거창군 거창읍 상림리 750,055-940-8720,경상남도 거창군 체육시설사업소,35.68566866,127.8932777,2023-03-31
강변5-6,강변산책로체육시설(원상동숲),평행봉,,경상남도 거창군 거창읍 상림리 750,055-940-8720,경상남도 거창군 체육시설사업소,35.68566866,127.8932777,2023-03-31
강변5-7,강변산책로체육시설(원상동숲),체스트업,,경상남도 거창군 거창읍 상림리 750,055-940-8720,경상남도 거창군 체육시설사업소,35.68566866,127.8932777,2023-03-31
강변5-8,강변산책로체육시설(원상동숲),큰활차,,경상남도 거창군 거창읍 상림리 750,055-940-8720,경상남도 거창군 체육시설사업소,35.68566866,127.8932777,2023-03-31
강변5-9,강변산책로체육시설(원상동숲),싸이클,,경상남도 거창군 거창읍 상림리 750,055-940-8720,경상남도 거창군 체육시설사업소,35.68566866,127.8932777,2023-03-31
강변5-10,강변산책로체육시설(원상동숲),큰활차,,경상남도 거창군 거창읍 상림리 750,055-940-8720,경상남도 거창군 체육시설사업소,35.68566866,127.8932777,2023-03-31
강변5-11,강변산책로체육시설(원상동숲),거꾸리,,경상남도 거창군 거창읍 상림리 750,055-940-8720,경상남도 거창군 체육시설사업소,35.68566866,127.8932777,2023-03-31
강변5-12,강변산책로체육시설(원상동숲),체스트다운,,경상남도 거창군 거창읍 상림리 750,055-940-8720,경상남도 거창군 체육시설사업소,35.68566866,127.8932777,2023-03-31
강변5-13,강변산책로체육시설(원상동숲),써핑롤링,,경상남도 거창군 거창읍 상림리 750,055-940-8720,경상남도 거창군 체육시설사업소,35.68566866,127.8932777,2023-03-31
강변5-14,강변산책로체육시설(원상동숲),롤러마사지,,경상남도 거창군 거창읍 상림리 750,055-940-8720,경상남도 거창군 체육시설사업소,35.68566866,127.8932777,2023-03-31
강변5-15,강변산책로체육시설(원상동숲),싣업,,경상남도 거창군 거창읍 상림리 750,055-940-8720,경상남도 거창군 체육시설사업소,35.68566866,127.8932777,2023-03-31
강변5-16,강변산책로체육시설(원상동숲),오버헤드폴리,,경상남도 거창군 거창읍 상림리 750,055-940-8720,경상남도 거창군 체육시설사업소,35.68566866,127.8932777,2023-03-31
강변5-17,강변산책로체육시설(원상동숲),트위스트,,경상남도 거창군 거창읍 상림리 750,055-940-8720,경상남도 거창군 체육시설사업소,35.68566866,127.8932777,2023-03-31
강변6-1,강변산책로체육시설(사랑채 앞),트위스트,경상남도 거창군 거창읍 시장길 87,경상남도 거창군 거창읍 대동리 943-20,055-940-8720,경상남도 거창군 체육시설사업소,35.68693722,127.9152619,2023-03-31
강변6-2,강변산책로체육시설(사랑채 앞),워킹트레이너,경상남도 거창군 거창읍 시장길 87,경상남도 거창군 거창읍 대동리 943-20,055-940-8720,경상남도 거창군 체육시설사업소,35.68693722,127.9152619,2023-03-31
강변6-3,강변산책로체육시설(사랑채 앞),써핑롤링,경상남도 거창군 거창읍 시장길 87,경상남도 거창군 거창읍 대동리 943-20,055-940-8720,경상남도 거창군 체육시설사업소,35.68693722,127.9152619,2023-03-31
강변6-4,강변산책로체육시설(사랑채 앞),롤러마사지,경상남도 거창군 거창읍 시장길 87,경상남도 거창군 거창읍 대동리 943-20,055-940-8720,경상남도 거창군 체육시설사업소,35.68693722,127.9152619,2023-03-31
강변7-1,강변산책로체육시설(합수식당 앞),트위스트,,경상남도 거창군 거창읍 대동리 2,055-940-8720,경상남도 거창군 체육시설사업소,35.69278452,127.9256588,2023-03-31
강변7-2,강변산책로체육시설(합수식당 앞),큰활차,,경상남도 거창군 거창읍 대동리 2,055-940-8720,경상남도 거창군 체육시설사업소,35.69278452,127.9256588,2023-03-31
강변7-3,강변산책로체육시설(합수식당 앞),철봉+늑목오르기,,경상남도 거창군 거창읍 대동리 2,055-940-8720,경상남도 거창군 체육시설사업소,35.69278452,127.9256588,2023-03-31
강변7-4,강변산책로체육시설(합수식당 앞),철봉,,경상남도 거창군 거창읍 대동리 2,055-940-8720,경상남도 거창군 체육시설사업소,35.69278452,127.9256588,2023-03-31
강변7-2,강변산책로체육시설(합수식당 앞),트위스트,,경상남도 거창군 거창읍 대동리 2,055-940-8720,경상남도 거창군 체육시설사업소,35.69278452,127.9256588,2023-03-31
강변7-6,강변산책로체육시설(합수식당 앞),롤러마사지,,경상남도 거창군 거창읍 대동리 2,055-940-8720,경상남도 거창군 체육시설사업소,35.69278452,127.9256588,2023-03-31
강변7-7,강변산책로체육시설(합수식당 앞),싣업,,경상남도 거창군 거창읍 대동리 2,055-940-8720,경상남도 거창군 체육시설사업소,35.69278452,127.9256588,2023-03-31
강변7-8,강변산책로체육시설(합수식당 앞),롤러마사지,,경상남도 거창군 거창읍 대동리 2,055-940-8720,경상남도 거창군 체육시설사업소,35.69278452,127.9256588,2023-03-31
강변7-9,강변산책로체육시설(합수식당 앞),워킹트레이너,,경상남도 거창군 거창읍 대동리 2,055-940-8720,경상남도 거창군 체육시설사업소,35.69278452,127.9256588,2023-03-31
강변7-10,강변산책로체육시설(합수식당 앞),레그프레스+체스트다운,,경상남도 거창군 거창읍 대동리 2,055-940-8720,경상남도 거창군 체육시설사업소,35.69278452,127.9256588,2023-03-31
강변7-11,강변산책로체육시설(합수식당 앞),로윙라이더,,경상남도 거창군 거창읍 대동리 2,055-940-8720,경상남도 거창군 체육시설사업소,35.69278452,127.9256588,2023-03-31
강변7-12,강변산책로체육시설(합수식당 앞),스윙워커,,경상남도 거창군 거창읍 대동리 2,055-940-8720,경상남도 거창군 체육시설사업소,35.69278452,127.9256588,2023-03-31
강변7-13,강변산책로체육시설(합수식당 앞),거꾸리,,경상남도 거창군 거창읍 대동리 2,055-940-8720,경상남도 거창군 체육시설사업소,35.69278452,127.9256588,2023-03-31
강변8-1,강변산책로체육시설(소만주공 앞),체스트업,,경상남도 거창군 거창읍 대동리 2-4,055-940-8720,경상남도 거창군 체육시설사업소,35.69469966,127.9241259,2023-03-31
강변8-2,강변산책로체육시설(소만주공 앞),스윙워커,,경상남도 거창군 거창읍 대동리 2-4,055-940-8720,경상남도 거창군 체육시설사업소,35.69469966,127.9241259,2023-03-31
강변8-3,강변산책로체육시설(소만주공 앞),롤러마사지,,경상남도 거창군 거창읍 대동리 2-4,055-940-8720,경상남도 거창군 체육시설사업소,35.69469966,127.9241259,2023-03-31
강변8-4,강변산책로체육시설(소만주공 앞),트위스트,,경상남도 거창군 거창읍 대동리 2-4,055-940-8720,경상남도 거창군 체육시설사업소,35.69469966,127.9241259,2023-03-31
강변8-5,강변산책로체육시설(소만주공 앞),써핑롤링,,경상남도 거창군 거창읍 대동리 2-4,055-940-8720,경상남도 거창군 체육시설사업소,35.69469966,127.9241259,2023-03-31
동천1-1,동천저류지체육시설,싣업,,경상남도 거창군 거창읍 가지리 234,055-940-8720,경상남도 거창군 체육시설사업소,35.69516555,127.9097776,2023-03-31
동천1-2,동천저류지체육시설,거꾸리,,경상남도 거창군 거창읍 가지리 234,055-940-8720,경상남도 거창군 체육시설사업소,35.69516555,127.9097776,2023-03-31
동천1-3,동천저류지체육시설,로윙라이더,,경상남도 거창군 거창읍 가지리 234,055-940-8720,경상남도 거창군 체육시설사업소,35.69516555,127.9097776,2023-03-31
동천1-4,동천저류지체육시설,오버헤드폴리,,경상남도 거창군 거창읍 가지리 234,055-940-8720,경상남도 거창군 체육시설사업소,35.69516555,127.9097776,2023-03-31
동천1-5,동천저류지체육시설,워킹트레이너,,경상남도 거창군 거창읍 가지리 234,055-940-8720,경상남도 거창군 체육시설사업소,35.69516555,127.9097776,2023-03-31
동천1-6,동천저류지체육시설,스윙워커,,경상남도 거창군 거창읍 가지리 234,055-940-8720,경상남도 거창군 체육시설사업소,35.69516555,127.9097776,2023-03-31
동천1-7,동천저류지체육시설,써핑롤링,,경상남도 거창군 거창읍 가지리 234,055-940-8720,경상남도 거창군 체육시설사업소,35.69516555,127.9097776,2023-03-31
동천1-8,동천저류지체육시설,거꾸리,,경상남도 거창군 거창읍 가지리 234,055-940-8720,경상남도 거창군 체육시설사업소,35.69516555,127.9097776,2023-03-31
동천1-9,동천저류지체육시설,레그프레스,,경상남도 거창군 거창읍 가지리 234,055-940-8720,경상남도 거창군 체육시설사업소,35.69516555,127.9097776,2023-03-31
충혼탑1-1,죽전공원체육시설,거꾸리,경상남도 거창군 거창읍 교촌길 100-30,경상남도 거창군 거창읍 가지리 256,055-940-8720,경상남도 거창군 체육시설사업소,35.69278028,127.9064203,2023-03-31
충혼탑1-2,죽전공원체육시설,써핑롤링,경상남도 거창군 거창읍 교촌길 100-30,경상남도 거창군 거창읍 가지리 256,055-940-8720,경상남도 거창군 체육시설사업소,35.69278028,127.9064203,2023-03-31
충혼탑1-3,죽전공원체육시설,롤러마사지,경상남도 거창군 거창읍 교촌길 100-30,경상남도 거창군 거창읍 가지리 256,055-940-8720,경상남도 거창군 체육시설사업소,35.69278028,127.9064203,2023-03-31
충혼탑1-4,죽전공원체육시설,큰활차,경상남도 거창군 거창읍 교촌길 100-30,경상남도 거창군 거창읍 가지리 256,055-940-8720,경상남도 거창군 체육시설사업소,35.69278028,127.9064203,2023-03-31
충혼탑1-5,죽전공원체육시설,레그프레스,경상남도 거창군 거창읍 교촌길 100-30,경상남도 거창군 거창읍 가지리 256,055-940-8720,경상남도 거창군 체육시설사업소,35.69278028,127.9064203,2023-03-31
충혼탑1-6,죽전공원체육시설,작은활차,경상남도 거창군 거창읍 교촌길 100-30,경상남도 거창군 거창읍 가지리 256,055-940-8720,경상남도 거창군 체육시설사업소,35.69278028,127.9064203,2023-03-31
충혼탑1-7,죽전공원체육시설,트위스트,경상남도 거창군 거창읍 교촌길 100-30,경상남도 거창군 거창읍 가지리 256,055-940-8720,경상남도 거창군 체육시설사업소,35.69278028,127.9064203,2023-03-31
충혼탑1-8,죽전공원체육시설,써핑롤링,경상남도 거창군 거창읍 교촌길 100-30,경상남도 거창군 거창읍 가지리 256,055-940-8720,경상남도 거창군 체육시설사업소,35.69278028,127.9064203,2023-03-31
충혼탑1-9,죽전공원체육시설,트위스트,경상남도 거창군 거창읍 교촌길 100-30,경상남도 거창군 거창읍 가지리 256,055-940-8720,경상남도 거창군 체육시설사업소,35.69278028,127.9064203,2023-03-31
충혼탑1-10,죽전공원체육시설,롤러마사지,경상남도 거창군 거창읍 교촌길 100-30,경상남도 거창군 거창읍 가지리 256,055-940-8720,경상남도 거창군 체육시설사업소,35.69278028,127.9064203,2023-03-31
충혼탑1-11,죽전공원체육시설,써핑롤링,경상남도 거창군 거창읍 교촌길 100-30,경상남도 거창군 거창읍 가지리 256,055-940-8720,경상남도 거창군 체육시설사업소,35.69278028,127.9064203,2023-03-31
총혼탑1-12,죽전공원체육시설,싣업,경상남도 거창군 거창읍 교촌길 100-30,경상남도 거창군 거창읍 가지리 256,055-940-8720,경상남도 거창군 체육시설사업소,35.69278028,127.9064203,2023-03-31
충혼탑1-13,죽전공원체육시설,롤러마사지,경상남도 거창군 거창읍 교촌길 100-30,경상남도 거창군 거창읍 가지리 256,055-940-8720,경상남도 거창군 체육시설사업소,35.69278028,127.9064203,2023-03-31
충혼탑1-14,죽전공원체육시설,로윙라이더,경상남도 거창군 거창읍 교촌길 100-30,경상남도 거창군 거창읍 가지리 256,055-940-8720,경상남도 거창군 체육시설사업소,35.69278028,127.9064203,2023-03-31
충혼탑1-15,죽전공원체육시설,롤러마사지,경상남도 거창군 거창읍 교촌길 100-30,경상남도 거창군 거창읍 가지리 256,055-940-8720,경상남도 거창군 체육시설사업소,35.69278028,127.9064203,2023-03-31
충혼탑1-16,죽전공원체육시설,로윙라이더,경상남도 거창군 거창읍 교촌길 100-30,경상남도 거창군 거창읍 가지리 256,055-940-8720,경상남도 거창군 체육시설사업소,35.69278028,127.9064203,2023-03-31
충혼탑1-17,죽전공원체육시설,큰활차,경상남도 거창군 거창읍 교촌길 100-30,경상남도 거창군 거창읍 가지리 256,055-940-8720,경상남도 거창군 체육시설사업소,35.69278028,127.9064203,2023-03-31
충혼탑1-18,죽전공원체육시설,써핑롤링,경상남도 거창군 거창읍 교촌길 100-30,경상남도 거창군 거창읍 가지리 256,055-940-8720,경상남도 거창군 체육시설사업소,35.69278028,127.9064203,2023-03-31
충혼탑1-19,죽전공원체육시설,싸이클,경상남도 거창군 거창읍 교촌길 100-30,경상남도 거창군 거창읍 가지리 256,055-940-8720,경상남도 거창군 체육시설사업소,35.69278028,127.9064203,2023-03-31
충혼탑1-20,죽전공원체육시설,큰활차,경상남도 거창군 거창읍 교촌길 100-30,경상남도 거창군 거창읍 가지리 256,055-940-8720,경상남도 거창군 체육시설사업소,35.69278028,127.9064203,2023-03-31
충혼탑1-21,죽전공원체육시설,싣업,경상남도 거창군 거창읍 교촌길 100-30,경상남도 거창군 거창읍 가지리 256,055-940-8720,경상남도 거창군 체육시설사업소,35.69278028,127.9064203,2023-03-31
충혼탑1-22,죽전공원체육시설,레그프레스,경상남도 거창군 거창읍 교촌길 100-30,경상남도 거창군 거창읍 가지리 256,055-940-8720,경상남도 거창군 체육시설사업소,35.69278028,127.9064203,2023-03-31
충혼탑1-23,죽전공원체육시설,트위스트,경상남도 거창군 거창읍 교촌길 100-30,경상남도 거창군 거창읍 가지리 256,055-940-8720,경상남도 거창군 체육시설사업소,35.69278028,127.9064203,2023-03-31
건흥산1-1,건흥산체육시설,다리마사지(목재),,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-2,건흥산체육시설,트위스트,,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-3,건흥산체육시설,싣업(목재),,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-4,건흥산체육시설,싣업(목재),,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-5,건흥산체육시설,싣업,,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-6,건흥산체육시설,다리마사지,,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-7,건흥산체육시설,트위스트,,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-8,건흥산체육시설,체스트다운,,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-9,건흥산체육시설,큰활차,,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-10,건흥산체육시설,써핑롤링,,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-11,건흥산체육시설,체스트업,,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-12,건흥산체육시설,싣업,,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-13,건흥산체육시설,구름다리,,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-14,건흥산체육시설,트위스트,,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-15,건흥산체육시설,철봉(목재),,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-16,건흥산체육시설,거꾸리,,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-17,건흥산체육시설,거꾸리,,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-18,건흥산체육시설,통도리(목재),,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-19,건흥산체육시설,역기(목재),,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-20,건흥산체육시설,역기(목재),,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-21,건흥산체육시설,평행봉(목재),,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-22,건흥산체육시설,다리마사지,,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-23,건흥산체육시설,트위스트,,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-24,건흥산체육시설,다리마사지(목재),,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-25,건흥산체육시설,트위스트,,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-26,건흥산체육시설,스윙워커,,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-27,건흥산체육시설,거꾸리,,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-28,건흥산체육시설,싣업(목재),,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-29,건흥산체육시설,늑목오르기,,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-30,건흥산체육시설,오버헤드폴리,,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-31,건흥산체육시설,체스트업,,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-32,건흥산체육시설,큰활차,,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-33,건흥산체육시설,체스트업+체스트다운,,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-35,건흥산체육시설,디핑,,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-36,건흥산체육시설,싣업(목재),,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-37,건흥산체육시설,철봉+늑목오르기,,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-38,건흥산체육시설,싣업,,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-39,건흥산체육시설,트위스트,,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-40,건흥산체육시설,싣업(목재),,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-41,건흥산체육시설,큰활차,,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-42,건흥산체육시설,싸이클,,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-43,건흥산체육시설,스윙워커,,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-44,건흥산체육시설,트위스트,,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
건흥산1-45,건흥산체육시설,거꾸리,,경상남도 거창군 거창읍 상림리 산 38,055-940-8720,경상남도 거창군 체육시설사업소,35.69763684,127.8826519,2023-03-31
신원면1-1,과정마을체육시설,워킹트레이너,경상남도 거창군 신원면 신차로 3067,경상남도 거창군 신원면 과정리 187-7,055-940-8720,경상남도 거창군 체육시설사업소,35.56768001,127.9254213,2023-03-31
